tweet_id,tweet,xgboost_pred
1152,first day the exhibit hall is open at #sxsw! stop by the #emc booth to enter to win an ipad 2! @mention @mention,Positive
1583,google's @mention envisions location-based future {link} #sxsw #location,Neutral
8638,"hi! if you accidentally took my ipad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw {link}",Neutral
3097,android developers meetup #sxsw @mention the hilton {link},Neutral
6158,"rt @mention ipad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s. at #newsapps panel",Neutral
1579,"[lol] rt @mention don't worry you guys, found an iphone charger. what's the deal with hipsters and beards, right?!?! #sxsw",Neutral
6696,rt @mention surprise! apple opened a pop-up store in austin so that the nerds in town for #sxsw can get new ipads. {link} #cnet,Neutral
1449,i knew it! rt @mention apple set to open popup shop in core of sxsw action {link} via @mention #sxsw,Neutral
225,"google is about search, but local' marissa mayer #sxsw",Neutral
7503,@mention putting a gun to @mention head. give me your iphone! #sxsw {link},Neutral
1447,bout time! rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored (cont) {link},Neutral
6243,"rt @mention left my white iphone 4g in a cab in austin at #sxsw internet, please help.",Neutral
8739,geeking out? rt @mention if you haven't waited in line for an apple product you're missing out on an important rite of passage. #sxsw,Positive
5150,rt @mention @mention shows #apple 's position in the tablet wars. #tapworthy #sxsw  {link},Neutral
5054,"rt @mention .@mention rec: give the bad apple a job in a mtg, such as taking notes. make mtg voluntary =&gt; willing participants. #gamestorming #sxsw",Neutral
8051,ipad 2's sold out at temporary apple store on congress.  #sxsw,Neutral
6772,"rt @mention the web designerûªs guide to ios (and android) apps, today @mention 10 a.m! {link} #sxsw",Neutral
694,designing ipad interfaces with @mention #uxdes #sxsw  {link},Neutral
3801,good session! rt @mention 2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,Positive
3872,@mention is setting up for the team android event at #sxsw,Neutral
1744,going to #sxsw? join google &amp; youtube for special events &amp; more: {link} #googlesxsw,Neutral
3730,who is going to be first to sport a new #ipad2 at #sxsw? apple opened a pop up store right by the convention.,Neutral
9025,absolutely!  rt @mention timely good schtuff from google (people finder 4 japan quake) {link} #iqlab #sxsw,Neutral
5273,rt @mention #sxsw #geogames #android if you develop geo-games tweet us. we'd love to talk...free beer or coffee for a couple minutes of your time.,Neutral
8127,ipad2 #sxsw (@mention apple pop up store) {link},Neutral
8318,experiment: spending the last day of #sxsw without my iphone. #overtweeting,Neutral
8616,are you stupid at #sxsw ? find it out with your #mac and our game {link} or via your #ipad 1&amp;2 {link},Neutral
5908,"rt @mention google to launch major new social network called circles, possibly today at sxsw: {link} #sxsw #nfusion",Neutral
5951,rt @mention great ui demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,Neutral
8311,at protect your privacy like it's 2011 @mention party w/ @mention &amp; @mention #sxsw,Neutral
5707,rt @mention excited to know more about google circles. lucky folks at sxsw to be the first to see? possible launch today: {link} #sxsw,Positive
452,ûï@mention download 20+ free tracks from the #sxsw music sampler available on the @mention store today!  {link},Neutral
5706,rt @mention excellent @mention and @mention presentation on digital magazines {link} #touchingstories #sxsw,Neutral
4821,heading to &quot;your mom has an ipad: designing for boomers&quot;.  hope it's fun.  #sxsw,Neutral
961,"idle time on a #sxsw friday can be an expensive thing. (@mention apple store, sxsw w/ 80 others) [pic]: {link}",Neutral
5838,rt @mention google launches geo-social 'offers' at #sxsw {link} #deferomobile,Neutral
92,what !?!? @mention  #sxsw does not provide iphone chargers?!?  i've changed my mind about going next year!,Neutral
2166,@mention atleast you are at #sxsw. i'm not there and i have no ipad. #doubleloser,Neutral
2570,"apple heads to sxsw, sets up temporary store in #austin {link} #news #sxsw",Neutral
5521,rt @mention at #tweethouse watching #ipad dj @mention rock out at #sxsw! check out www.rana.co! #dotco,Neutral
4139,"barry diller says ipad-only magazines like the daily don't make sense, {link} #sxsw",Positive
8670,google launching social network &quot;google circles&quot; @mention  #sxsw ?????,Neutral
6553,"rt @mention rt @mention google to launch major new social network called circles, possibly today by @mention {link} via @mention #sxsw",Neutral
3336,the name google goggles reminds me of rubber baby buggy bumpers. #sxsw,Neutral
2839,"just picked up my ipad 2, now back to #sxsw {link}",Neutral
1040,".@mention retiring from wine library tv, moving onto daily grape. get the app on yr iphone. #thankyouecon #sxsw",Neutral
1712,those at #sxsw check out the holler gram ipad app from @mention  {link} &lt; tis covered in awesome sauce!,Positive
360,this will be out of control: #apple set to open popup shop in core of #sxsw action {link} via @mention  cc @mention,Neutral
2992,an engineer from google chrome just came up to correct some misstatements about the browser. awesome! #payingwithdata #sxsw,Positive
8569,iphone autocorrects &quot;sxsw&quot; to &quot;scar&quot; -- foreshadowing? #sxsw,Neutral
5451,rt @mention apple opening up temporary store in downtown austin for #sxsw and the ipad 2 launch {link},Neutral
827,is google launching a new social network (called circles) today at #sxsw? {link},Neutral
1484,"craziness... #ipad2 #sxsw @mention apple store, sxsw {link}",Neutral
8266,n25: night of the living dead {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #necro,Neutral
4306,luv! rt @mention best thing i heard this wknd at #sxsw &quot;i gave my ipad 2 money to #japan relief don't need ipad 2&quot; (@mention @mention,Neutral
7722,"find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an ipad 2 from @mention",Neutral
8667,google launching new social network called cicles at #sxsw today {link},Neutral
1395,"sxsw tips, prince, npr videos, toy shopping with zuckerberg.
{link}  #sxsw  #ipad",Neutral
7510,@mention question of the day: is &quot;google circles&quot; the newest social network on the horizon? #sxsw,Neutral
8156,"#wahoos #sxsw party free beers, tacos, and ritas thurs.
{link}",Neutral
1749,at #sxsw #tapworthy ipad design headaches - avoiding the pitfalls of the new design challenges,Neutral
4830,#google to announce google circles social network at #sxsw {link} #seo #sem #googlecircles #topnews,Neutral
7553,seated for turkey bowl; armadillo &amp; kill list sxxpress passes acquired; now if i could only buy an ipad. #sxsw,Neutral
3030,pair of very nice back to back talks this morning on interface design for ipad and the future of touch in general #sxsw ...,Neutral
4081,hope people ask the tough questions. rt @mention reminder: android and chrome tts talk @mention 1 pm today!  {link}  #sxsw,Neutral
7958,@mention saw u r going to #sxsw? download #groundlink app &amp; ride in limo for $10 in austin {link} see us booth 437,Neutral
3843,most inspiring and down to heart session about iphone app design so far! thanks @mention #sxsw,Positive
1984,@mention and @mention open up a 64gb 3g ipad 2 - unboxing and first look - @mention #ipad2 #ipad #apple {link} via @mention #sxsw,Neutral
1427,simplegeo: mobile phone ubiquity is creating a huge sensor network. iphone has 6 diff sensors. #sxsw #bemyneighbor,Neutral
4985,apple's doing a #sxsw pop up store for ipad2 sayeth @mention {link},Neutral
4066,grab the latest @mention before #sxsw! {link},Neutral
1886,won an ipad case at @mention talking about search research at #sxsw!,Neutral
2322,@mention can not wait for #ipad 2 also. they should sale them down at #sxsw.,Positive
5794,rt @mention good news! austin eats: bbq for iphone is now available - {link} #itunes #austin #bbq #sxsw #sxswi,Positive
4393,charging my iphone and ipad. also water and gummy bears!!! #sxsw #hhonorsrecharge (@mention hilton charging station) {link},Neutral
4913,millions of dollars have been saved at one company through the adoption of google docs. incenticize your it teams #evolvingworkplace #sxsw,Positive
1141,holy crap the #sxsw 2011 showcase torrents are up already &lt;3 {link},Neutral
6058,rt @mention i just found bbq sauce on my ipad - tech and texas really do come together here!  #sxsw,Neutral
520,"we're all frankenstein! the amalgamation of our fragmented digital identities, becoming anti-schizophrenic, google as ai. sm is sci-fi #sxsw",Neutral
1544,"@mention @mention @mention &quot;@mention google to launch major new social network: circles, possibly today {link}  #sxsw&quot;",Neutral
2697,tim get me one!  rt @mention apple employees just showed up in force to the #sxsw popup apple store. #ipad2,Neutral
7112,"mayer: people drive 12bn+ miles a year using google maps navigation. whither, sat nav? #sxsw",Neutral
4450,never seen so many heads turn at one point. someone from #apple asks a question to reid hoffman #sxsw,Neutral
7642,epic. there's just one guy waiting in line for the ipad 2 in austin at sxsw. {link} #sxsw #ipad #ipad2,Neutral
3312,good design means getting simple. @mention talk/text are ways to impact healthcare in africa now. forget the iphone? #amhealth #sxsw,Neutral
3304,&quot;google to launch major new social network.&quot; really dont need another social network...{link} #sxsw,Neutral
1699,heard at #sxsw #android is now the leading market share of smart phones in us. #getjarsxsw,Positive
3234,i'm loving the apple pop-up in downtown office. but how long will it last after #sxsw for us locals? {link} {link},Positive
287,"at #sxsw, apple schools the marketing experts | cnet blogs {link} #austin #atx #retail",Positive
4097,that google maps for mobile demonstration just rocked my world. #sxsw #uosxsw #marissamayer,Neutral
3135,in need of ipad charger! any suggestions/kind offers from peeps at #sxsw ?,Neutral
8381,#apple's temporary austin outlet for #sxsw is another example of their marketing brilliance. {link} via @mention,Positive
2298,i'm late but finally here at #gsdm #google #sxsw great surprise to b greeted by the lovely lindsay stillman. gonna b a good night.,Positive
5191,rt @mention &quot;so if you google &quot;refrigerator magnet game...&quot; // *everyone at the #sxsw keynote stops listening and does it*,Neutral
5043,rt @mention :) rt @mention quantter is launching an iphone app soon. we're participating to launchrock comp at #sxsw {link},Neutral
1387,"lost ipad, corrupted iphone, and crazy hotels. good times. #sxsw @mention aus austin-bergstrom {link}",Positive
4311,rocking @mention for notes at #sxsw. working out awesome on mbp or iphone app. and they sync transparently.,Positive
6229,rt @mention khoi vinh (@mention says conde nast's headlong rush into ipad publishing was a &quot;fundamental misunderstanding&quot; of the platform #sxsw,Neutral
1766,#sxsw 2011: demo of samsung tv controlled by #android phone {link},Neutral
711,.@mention is competing with @mention circles on the socialflow board for most resonant topic here. #sxsw  {link},Neutral
2621,"which line at #sxsw will be longer? 3/11 at the temp apple store for the ipad2? or 3/14 at the microsoft booth for ie9? [yeah, right!] :d",Neutral
3605,"ceder rapids andy, ping me, i want to interview you in the livestream #suasxsw #sxsw, am in front row w iphone, flip and mac in my hand :)",Neutral
4326,yup. rt @mention my #ipad envy is through. the. roof. thanks every other person at #sxsw,Positive
7439,planzai app featuring the official british music schedule now on android market! {link} #sxsw,Positive
3184,the line for the apple popup store at #sxsw stretches around the block...guess i won't be getting the ipad2 today!,Neutral
7735,"after hours in the #sxsw popup #apple store, a lone security guard enjoys the #ipad2 {link}",Neutral
8064,"line for source code is even longer than for ipad 2. take that, apple. #sxsw",Positive
5447,"rt @mention apple opening downtown austin pop up store for #sxsw. rt @mention before it even begins, apple wins sxsw {link}",Positive
6323,"rt @mention more free #sxsw mp3 downloads, this time from itunes: {link} #npac",Neutral
2665,inevitable huge lines for ipads at austin apple store #sxsw {link},Neutral
899,"brilliant move by apple: before it even begins, apple wins #sxsw {link}",Positive
6198,rt @mention josh clark:  i hate the ipad's back button with the heat of a million suns.  #tapworthy #sxsw,Negative
9043,"hey is anyone doing #sxsw signing up for the group texting app, groupme? got it on my iphone, but no one else is on it, so....kinda useless.",Neutral
4737,in the consumerist's &quot;worst company in america 2011&quot; tournament bracket - apple is pitted against microsoft in the first round #sxsw,Neutral
2913,what happened to the taxi magic iphone app? now all i can do is call the cabs via it #sxsw,Neutral
2775,"foursquareûªs extra special: a revamped, fully automated merchant platform {link} #denniscrowley #iphone #sxsw",Neutral
6055,rt @mention i hope everyone has an awesome weekend at #sxsw! i know @mention is giving away some great apple prizes.,Positive
7644,"enough already .... ûï@mention google to launch major new social network called circles, possibly today {link} #sxswû",Neutral
3683,cameron sinclair @mention spearheads japan disaster relief from #sxsw via twitter &amp; iphone {link},Neutral
4152,: aron pilhofer from the new york times just endorsed html over ipad at the #newsapps #sxsw and asked us not to tweet what he actually said!,Neutral
1029,"check out q&amp;a with google &amp; bing on website ranking at sxsw.
{link} #sxsw #qagb",Neutral
5691,rt @mention download the official featured artists of #sxsw playlist via itunes - 22 songs for absolutley #free - {link},Neutral
7217,@mention our android &amp; iphone app launches at #sxsw also. keep your handy lil device updated w/event info {link} #eventseekr,Neutral
5165,rt @mention &quot;40% of all google maps usage is on mobile&quot; - marissa mayer #sxsw,Neutral
7797,google party! #sxsw (@mention gsd&amp;m w/ 157 others) {link},Neutral
3884,"loving this! hello, holler gram for ipad {link} via @mention #sxsw",Positive
6664,"rt @mention snotty dbag at #sxsw &quot;actually, its android. droid is a brand name. there's a difference&quot; die.",Neutral
3568,@mention i used to think that and then they started making great apps. official #sxsw app on ipad blows the other versions (and site) away.,Positive
3951,google's js implementation of pac-man's game logic is really cool to see-really neat that the original game code was recreated in js #sxsw,Neutral
6164,rt @mention ironic? i googled the directions to @mention party and ended up walked 6 blocks in the wrong direction. time for bed i think. #sxsw,Neutral
7819,#sxsw #garyvee today download on iphone daily grape,Neutral
6039,rt @mention how many of you are in austin? follow @mention to find out what our googlers are up to at #sxsw {link},Neutral
6470,rt @mention really finding myself enjoying the ipad design principles. well done. #tapworthy very useful and clear points throughout. #sxsw,Positive
3219,best thing abt @mention for #sxsw?  proper cocktails w/patio &amp; plenty of free parking | 5-10 min n of &quot;the mess&quot; {link},Neutral
5697,rt @mention enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,Neutral
3958,@mention just got me an ipad from #sxsw apple store.  thank you so much!!!!,Positive
4194,"and it will suck. rt @mention rt @mention google will preview major new social service, circles, at #sxsw today {link}",Neutral
709,@mention  iphone. clearly. positively. happily. #sxsw,Neutral
1717,"now that #sxsw interactive is over, can #apple redirect those daily #ipad2 shipments from their austin pop-up store to the sf bay area?!",Positive
925,.@mention no. 1 hack they found: people jumping over the corporate firewall (e.g. using google docs etc.) #hackingwork #sxsw,Neutral
4881,"welcome to tx. make friends, spend lotsa money &amp; most importantly, look up from ur iphone occasionally if u expect not 2 get run over #sxsw",Neutral
3644,"taking flight away from big apple's nyc nest: barely hatched, startups take flight at sxsw  {link} #sxsw #startups",Neutral
3802,"use question/answer, ask/receive kind of model in ipad app design. give and take. entice them to ask more. @mention #tapworthy #sxsw",Neutral
1662,at #sxsw &amp; want to drink free? get the ask around iphone app to find out where we are &amp; join us for drinks in #austin.,Neutral
3444,#google the future is &quot;the power of here&quot; paired with augmented reality and contextual reality #pnid #sxsw,Neutral
8026,"if you dislike those people who are constantly looking at their iphone or ipad, you would have a lot to dislike at #sxsw",Neutral
7906,who thinks the apple store in downtown austin for #sxsw outsold all other apple stores this week?,Neutral
7378,#sxsw + #photography + #iphone = many live photos &amp; vids.  watch this live feed here:  {link},Neutral
3668,"juts in time for #sxsw =&gt; group-texting war heats up: fast society launches new android app, updates iphone app {link}",Neutral
6052,rt @mention i got turkey! rt @mention random apple fan just bought lunch for everyone in line at #sxsw popup apple store #ipad2 cc/ @mention,Neutral
286,"at #sxsw, apple schools the marketing experts | cnet - {link}",Positive
1815,just got a free iphone charger. someone came up to me and gave me one randomly. i love #sxsw!,Positive
6949,rt @mention win an ipad 2 at sxsw via @mention ! #sxsw {link},Neutral
8881,"i'll be tweeting out #sxsw sessions i'm going to.  up first: young entrepreneurs, marissa mayer of google and @mention of wordpress",Neutral
1106,the queue starts early at the #sxsw apple pop-up shop: {link},Neutral
6126,"rt @mention in honor of apple's #sxsw pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Neutral
6991,"rt @mention you know you are on the plane to #sxsw when u become facebook friends with your seatmate. he added me on his ipad, i added him on my laptop",Neutral
1155,audioboo: the front of the apple ipad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #austin #texas,Neutral
4777,"&quot;@mention hoot new blog post:hootsuite mobile for #sxsw~updates for iphone,bberry,android {link} @mention",Neutral
1111,the apple store in austin and 100 people taking a pic of it. #ipad2 #sxsw {link},Neutral
2670,i would be interested to hear recomds rt @mention recommends using google voice to separate work from life #evolvingworkplace #sxsw,Neutral
227,is google about to have another go at social with &quot;google circles&quot;? #sxsw #google,Neutral
6682,rt @mention spin play - a new concept in music discovery for your ipad from @mention &amp; spin.com {link} #itunes #sxsw @mention,Neutral
2206,marissa mayer @mention future: not ar but &quot;contextual discovery&quot;-- image+location+personalized context+recommendations #sxsw,Neutral
6477,rt @mention reminder: charles chen will be talking about android and chromeos access today @mention 1pm @mention the google booth in exhibit hall 3. #sxsw,Neutral
2880,note to self: downside of tweeting on an white ipad 2 expect to be mocked. @mention #sxsw,Negative
7153,hooray! more long lines! rt @mention apple is opening temporary store in downtown austin for #sxsw &amp; the ipad 2 launch {link},Neutral
2755,just spoke with google about how they are using semantic tech to make searching user reviews better #sxsw #cmswire #web30,Positive
4746,"ok, i'm interested. rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Neutral
8116,lego mindstorm battle of the bots at the google superhappydevhouse #sxsw  {link},Neutral
2134,i just shat a tear. rt @mention good news for austin-bound apple fanboys: {link} #sxsw #ipad2,Positive
8818,"&quot;sxsw go is now available iphone, ipad, android, blackberry, and coming soon for windows phone 7&quot; presented by hp. wait what?! #sxsw #webos",Neutral
406,"if you're coming to #sxsw be sure to download the sxsw go app, it has all the schedules and locations of the events. {link}",Neutral
5623,"rt @mention cnn to launch &quot;tv everywhere&quot; service for mobile, google tv and computers: {link} #sxsw @mention",Neutral
2411,#want: micro usb charger for samsung android or kindle at #sxsw starting 3/11. will pay $10 for 7 days: {link} #snapgoods,Neutral
8149,massive #sxsw fail to run out of #ipad2 @mention should have had a semi full parked out front! #justsayin {link},Neutral
2761,"so strange, mixed tweets of #ipad spammers, #sxsw, and regular life together w/pacific rim rocking near nuclear disaster. does not compute",Neutral
3266,"you're right, wow! rt @mention wiebe walking through conceptual graphing {link} #sxsw / @mention you'd be loving this",Positive
220,build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Positive
3143,2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,Positive
7776,oh no... rt @mention confirmed: new ipad 3 coming this september - {link} #apple #iphone #ipad #sxsw,Positive
767,"google to launch major new social network called circles, possibly today (updated) - did it happen #sxsw {link}",Neutral
5018,i think someone will be making a lot of money this week in iphone international roaming charges #sxsw,Neutral
7298,"rim and hp are going to lease stores next door, and put up ûïcoming soonû signs' {link} &lt;@mention on apple at #sxsw",Neutral
1360,#awesome - google maps 5.22 at #sxsw.  great job #google.,Positive
4303,nice rt @mention apple to open pop-up store at sxsw festival {link} #sxsw #ipad #mac,Positive
2188,matthew davis/designing for ipad- &quot;the web has been like a strip mall of content...&quot; #sxsw,Positive
6903,rt @mention we're not launching any products at #sxsw but we're doing plenty else. join us 4 #h4ckers &amp; 80s dancing {link},Neutral
8045,new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable {link} by @mention #app,Neutral
6230,rt @mention khoi vinh (@mention says conde nast's rush into ipad publishing was a &quot;fundamental misunderstanding&quot; of the platform #sxsw,Neutral
6835,"rt @mention use question/answer, ask/receive kind of model in ipad app design. give and take. entice them to ask more. @mention #tapworthy #sxsw",Neutral
3936,lax security had a few questions about my suitcase packed entirely with energy drinks and apple wires. #sxsw #blowingup,Positive
4287,"@mention mayer's great theme during q &amp; a: simplicity, something all businesses should always keep in mind when developing. #sxsw",Positive
3285,&quot;google circles&quot; social network idea sound like a plan - {link} #sxsw,Neutral
1380,"flipboard, a &quot;social magazine&quot; for the ipad teams up with duranduran in flipboard's &quot;live magazine&quot; for an interview during #sxsw",Neutral
7782,"so true! rt @mention best hungry at #sxsw tip: mekong river, great vietnamese {link} 6th st. till 11pm via @mention",Neutral
2245,google web fonts...pretty... #sxsw #tradeshow {link},Neutral
8926,#yourmom would prob have more to say about designing ipad apps than u do. #sxsw,Neutral
3068,today's sessions (1 of 2) at #sxsw -- print design as future: {link} | your mom/ipad: {link},Neutral
4317,haha rt @mention how many of you don't use apple? cause no one uses windows voluntarily. #kawasaki #thisisdare #sxsw,Neutral
8423,#sxsw at the apple popup store in austin (see map) waiting for ipad2 who wants me to buy one for him? @mention @mention @mention ?,Neutral
4116,"love google street maps. getting an idea of where everything is, in relation to the austin convention center. alamo drafthouse cinema #sxsw",Positive
2220,"marissa mayer, vp of search at google is on live from #sxsw in just a few moments {link}",Neutral
965,thats the one i want to get when it hits canada.rt @mention #sxsw ipad store sold out of everything except 64gig wifi only white,Neutral
8172,"ha, wow rt @mention apple opening temporary ipad 2 store to handle #sxsw demand {link}",Positive
1234,apple set to open popup shop in austin (6th &amp; con) for sxsw {link} via @mention #sxsw #sxswprsa #prsa,Neutral
7670,awesome presentation on digital magazines {link} #touchingstories #sxsw #gsdm,Positive
1021,hey #sxsw presenters &amp; attendees! here are tips on how to show presentations on the #ipad and #iphone {link},Neutral
5355,"rt @mention 40% of google maps usage is mobile, 150m users using google maps mobile and users drive 128+ miles a year with google maps navigation #sxsw",Neutral
